Index,Lang,Field,Original,Patched,ChangeType
27,DA,answer_da,"Følgende farver findes i Vintage:
- Bruges (Andet) – format: 430x120
- Gent (Andet) – format: 430x120
- Namur (Andet) – format: 430x120","Følgende farver findes i Vintage:
- Bruges (Andet) – format: 430x120cm
- Gent (Andet) – format: 430x120cm
- Namur (Andet) – format: 430x120cm",FORMAT_NORMALIZED
27,DA,answer_full_da,"Følgende farver findes i Vintage:
- Bruges (Andet) – format: 430x120
- Gent (Andet) – format: 430x120
- Namur (Andet) – format: 430x120","Følgende farver findes i Vintage:
- Bruges (Andet) – format: 430x120cm
- Gent (Andet) – format: 430x120cm
- Namur (Andet) – format: 430x120cm",FORMAT_NORMALIZED
27,DE,question_de,"Die Farbpalette der Serie Vintage umfasst folgende Farben:

- Antikgrau
- Vintage Beige
- Terrakotta
- Olivgrün
- Himmelblau

Diese Farben sind ideal für die Gestaltung von Innen- und Außenbereichen und bieten eine nostalgische Ästhetik, die sich gut in verschiedene Designkonzepte integrieren lässt.","Die Farbpalette der Serie Vintage umfasst folgende Farben:

- Antikgrau
- Vintage Beige
- Terrakotta
- Olivgrün
- Himmelblau

Diese Farben sind ideal für die Gestaltung von Innen- und Außenbereichen …",TRUNCATED
27,DE,answer_de,"Die folgenden Farben sind in Vintage erhältlich:
- Bruges (Sonstiges) – Format: 430x120
- Gent (Sonstiges) – Format: 430x120
- Namur (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Vintage erhältlich:
- Bruges (Sonstiges) – Format: 430x120cm
- Gent (Sonstiges) – Format: 430x120cm
- Namur (Sonstiges) – Format: 430x120cm",FORMAT_NORMALIZED
27,DE,answer_full_de,"Die folgenden Farben sind in Vintage erhältlich:
- Bruges (Sonstiges) – Format: 430x120
- Gent (Sonstiges) – Format: 430x120
- Namur (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Vintage erhältlich:
- Bruges (Sonstiges) – Format: 430x120cm
- Gent (Sonstiges) – Format: 430x120cm
- Namur (Sonstiges) – Format: 430x120cm",FORMAT_NORMALIZED
28,SE,answer_se,"Följande färger finns i Konjak:
- Konjak (Övrigt) – format: 430x120","Följande färger finns i Konjak:
- Konjak (Övrigt) – format: 430x120cm",FORMAT_NORMALIZED
28,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
28,EN,answer_en,"The following colors are available in Konjak:
- Konjak (Other) – format: 430x120","The following colors are available in Konjak:
- Konjak (Other) – format: 430x120cm",FORMAT_NORMALIZED
28,EN,answer_full_en,"The following colors are available in Konjak:
- Konjak (Other) – format: 430x120","The following colors are available in Konjak:
- Konjak (Other) – format: 430x120cm",FORMAT_NORMALIZED
28,DA,question_da,"Serien Konjak finns i följande farver:

- Mørk konjak
- Lys konjak
- Rød konjak
- Grå konjak

Disse farver giver et elegant og tidløst udtryk, der passer til forskellige indretninger og udendørs områder.","Serien Konjak finns i följande farver:

- Mørk konjak
- Lys konjak
- Rød konjak
- Grå konjak

Disse farver giver et elegant og tidløst udtryk, der passer til forskellige indretninger og udendørs …",TRUNCATED
28,DA,answer_da,"Følgende farver findes i Konjak:
- Konjak (Andet) – format: 430x120","Følgende farver findes i Konjak:
- Konjak (Andet) – format: 430x120cm",FORMAT_NORMALIZED
28,DA,answer_full_da,"Følgende farver findes i Konjak:
- Konjak (Andet) – format: 430x120","Følgende farver findes i Konjak:
- Konjak (Andet) – format: 430x120cm",FORMAT_NORMALIZED
28,DE,answer_de,"Die folgenden Farben sind in Konjak erhältlich:
- Konjak (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Konjak erhältlich:
- Konjak (Sonstiges) – Format: 430x120cm",FORMAT_NORMALIZED
28,DE,answer_full_de,"Die folgenden Farben sind in Konjak erhältlich:
- Konjak (Sonstiges) – Format: 430x120","Die folgenden Farben sind in Konjak erhältlich:
- Konjak (Sonstiges) – Format: 430x120cm",FORMAT_NORMALIZED
29,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
29,DA,question_da,"Klinkerdæk® fås i forskellige størrelser, herunder:

- 30 x 30 cm
- 40 x 40 cm
- 60 x 60 cm
- 80 x 80 cm
- 30 x 60 cm
- 60 x 120 cm

Disse mål kan variere afhængigt af producenten og den specifikke produktlinje. Det anbefales at tjekke den enkelte produktkatalog for præcise dimensioner og tilgængelighed.","Klinkerdæk® fås i forskellige størrelser, herunder:

- 30x30cm
- 40x40cm
- 60x60cm
- 80x80cm
- 30x60cm
- 60x120cm

Disse mål kan variere afhængigt af producenten og den specifikke …",FORMAT_NORMALIZED
29,DE,question_de,"Klinkerdäck® ist in verschiedenen Abmessungen erhältlich, darunter:

- 30 x 30 cm
- 40 x 40 cm
- 60 x 60 cm
- 80 x 80 cm
- 120 x 120 cm

Diese Formate bieten Flexibilität für unterschiedliche Anwendungen und Designanforderungen.","Klinkerdäck® ist in verschiedenen Abmessungen erhältlich, darunter:

- 30x30cm
- 40x40cm
- 60x60cm
- 80x80cm
- 120x120cm

Diese Formate bieten Flexibilität für unterschiedliche …",FORMAT_NORMALIZED
30,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
31,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
31,EN,question_en,"The weight of a tile can vary significantly based on its size, thickness, and material composition. Here are some general guidelines:

- **Ceramic Tiles**: Typically weigh between 3 to 6 pounds per square foot (approximately 14 to 29 kg per square meter).
- **Porcelain Tiles**: Generally heavier, ranging from 4 to 8 pounds per square foot (around 20 to 39 kg per square meter).
- **Natural Stone Tiles**: Such as granite or marble, can weigh anywhere from 5 to 12 pounds per square foot (approximately 24 to 59 kg per square meter), depending on the specific type and thickness.

For precise weight, it's essential to refer to the manufacturer's specifications for the specific tile product in question.","The weight of a tile can vary significantly based on its size, thickness, and material composition. Here are some general guidelines:

- **Ceramic Tiles**: Typically weigh between 3 to 6 pounds per …",TRUNCATED
31,DA,question_da,"Vægten af en plade afhænger af flere faktorer, herunder materialet, tykkelsen og dimensionerne. Her er nogle generelle retningslinjer:

- **Keramiske fliser**: Vægten kan variere fra 15 til 25 kg pr. m², afhængigt af tykkelsen og typen af keramik.
- **Porcelænsfliser**: Disse er ofte tungere, med en vægt på 20 til 30 kg pr. m².
- **Natursten**: Vægten kan variere betydeligt, men typisk ligger den mellem 25 og 50 kg pr. m², afhængigt af stenens type og tykkelse.
- **Betonfliser**: Vægten kan også variere, men ligger ofte mellem 30 og 50 kg pr. m².

For at få den præcise vægt af en specifik plade, anbefales det at konsultere producentens tekniske datablad.","Vægten af en plade afhænger af flere faktorer, herunder materialet, tykkelsen og dimensionerne. Her er nogle generelle retningslinjer:

- **Keramiske fliser**: Vægten kan variere fra 15 til 25 kg pr. …",TRUNCATED
31,DE,question_de,"Die Gewicht einer Fliese hängt von verschiedenen Faktoren ab, einschließlich der Größe, Dicke und des Materials. Hier sind einige allgemeine Richtlinien:

- **Keramische Fliesen**: Diese wiegen in der Regel zwischen 15 und 25 kg pro Quadratmeter, abhängig von der Dicke.
- **Feinsteinzeug**: Diese Fliesen sind dichter und schwerer, mit einem Gewicht von etwa 20 bis 30 kg pro Quadratmeter.
- **Natursteinfliesen**: Diese können erheblich variieren, aber im Durchschnitt wiegen sie zwischen 25 und 40 kg pro Quadratmeter.

Es ist wichtig, die spezifischen Produktdatenblätter zu konsultieren, um das genaue Gewicht einer bestimmten Fliese zu ermitteln.","Die Gewicht einer Fliese hängt von verschiedenen Faktoren ab, einschließlich der Größe, Dicke und des Materials. Hier sind einige allgemeine Richtlinien:

- **Keramische Fliesen**: Diese wiegen in …",TRUNCATED
32,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
32,EN,question_en,"Klinkerdäck® tillverkas av högkvalitativt porslin, vilket är ett slitstarkt och frostbeständigt material. Det är speciellt utformat för utomhusbruk och erbjuder en kombination av estetiska och funktionella egenskaper, såsom:

- Hög hållfasthet
- Låg vattenabsorption
- UV-beständighet
- Rutschskydd

Dessa egenskaper gör klinkerdäck® till ett utmärkt val för terrasser, gångvägar och andra utomhusytor.","Klinkerdäck® tillverkas av högkvalitativt porslin, vilket är ett slitstarkt och frostbeständigt material. Det är speciellt utformat för utomhusbruk och erbjuder en kombination av estetiska och …",TRUNCATED
32,DA,question_da,"Klinkerdæk® fremstilles typisk af keramiske materialer, som kan inkludere:

- **Ton**: En naturlig råvare, der brændes ved høje temperaturer for at skabe en holdbar og slidstærk overflade.
- **Porcelæn**: Et finere keramisk materiale, der er mere tæt og mindre porøst, hvilket gør det ideelt til udendørs brug.
- **Glaseret keramik**: Klinker, der har en glasur på overfladen, hvilket giver ekstra beskyttelse mod fugt og pletter.
- **Natursten**: Nogle klinkerdæk kan også være lavet af komprimeret natursten, hvilket giver et unikt og æstetisk udseende.

Disse materialer sikrer, at klinkerdæk® er modstandsdygtige over for vejrfaktorer, slid og kemikalier, hvilket gør dem velegnede til både private og kommercielle udendørsområder.","Klinkerdæk® fremstilles typisk af keramiske materialer, som kan inkludere:

- **Ton**: En naturlig råvare, der brændes ved høje temperaturer for at skabe en holdbar og slidstærk overflade.
- …",TRUNCATED
32,DE,question_de,"Klinkerdäck® wird aus Feinsteinzeug hergestellt. Feinsteinzeug ist ein keramisches Material, das durch hohe Temperaturen gebrannt wird, wodurch es eine geringe Porosität und hohe Beständigkeit gegen mechanische Beanspruchung und Witterungseinflüsse erhält. Es ist ideal für den Außenbereich, da es frostbeständig und rutschhemmend ist.","Klinkerdäck® wird aus Feinsteinzeug hergestellt. Feinsteinzeug ist ein keramisches Material, das durch hohe Temperaturen gebrannt wird, wodurch es eine geringe Porosität und hohe Beständigkeit gegen …",TRUNCATED
33,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
34,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
34,DA,question_da,"Ja, der findes forskellige overfladestrukturer (glatte, strukturerede). Her er nogle eksempler:

- **Glatte overflader**: Disse fliser har en ensartet og jævn finish, hvilket gør dem lette at rengøre og vedligeholde. De er ideelle til indendørs brug og områder med lav trafik.

- **Strukturerede overflader**: Disse fliser har en mere kompleks tekstur, hvilket giver dem et unikt udseende og forbedret skridsikkerhed. De er velegnede til udendørs brug og områder med høj trafik, da de kan modstå vejrfaktorer og slid.

- **Matte overflader**: Disse fliser har en ikke-reflekterende finish, der giver et mere naturligt udseende og er mindre tilbøjelige til at vise snavs og pletter.

- **Glansede overflader**: Disse fliser har en højglans finish, der giver et elegant udseende, men kan være mere skridsikre, når de er våde.

- **Strukturerede fliser**: Disse fliser kan have forskellige mønstre og teksturer, der tilføjer dybde og karakter til udendørsarealer.

Valget af overfladestruktur afhænger af det specifikke anvendelsesområde og de æstetiske præferencer.","Ja, der findes forskellige overfladestrukturer (glatte, strukturerede). Her er nogle eksempler:

- **Glatte overflader**: Disse fliser har en ensartet og jævn finish, hvilket gør dem lette at rengøre …",TRUNCATED
35,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
35,DA,question_da,"Ja, der findes tekniske datablad, som kan downloades. Du kan finde disse datablad på producenternes hjemmesider eller i deres kataloger. De indeholder detaljerede oplysninger om produkternes specifikationer, anvendelsesområder og installation.","Ja, der findes tekniske datablad, som kan downloades. Du kan finde disse datablad på producenternes hjemmesider eller i deres kataloger. De indeholder detaljerede oplysninger om produkternes …",TRUNCATED
36,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
37,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
37,DA,question_da,"Tolerancer for mål og form kan variere afhængigt af det specifikke produkt og anvendelsesområde. Generelt gælder følgende tolerancer for fliser og udendørs klinker:

1. **Dimensionstolerancer**:
   - Længde og bredde: Tolerancer kan være ± 1-2 mm afhængigt af flisens størrelse.
   - Tykkelse: Tolerancer kan være ± 0,5 mm.

2. **Formtolerancer**:
   - Planhed: Fliser skal være plan inden for en tolerance på 1-2 mm over en afstand af 1 meter.
   - Vinkler: Vinkler skal være præcise inden for ± 0,5 grader.

3. **Overfladetolerancer**:
   - Ruhed: Overflader skal have en bestemt ruhed, der er angivet af producenten, ofte målt i Ra-værdier.

Det er vigtigt at konsultere producentens specifikationer og standarder for de specifikke produkter, da der kan være variationer afhængigt af materialet og anvendelsen.","Tolerancer for mål og form kan variere afhængigt af det specifikke produkt og anvendelsesområde. Generelt gælder følgende tolerancer for fliser og udendørs klinker:

1. **Dimensionstolerancer**:
   - …",TRUNCATED
37,DE,question_de,"Die Toleranzen für Maße und Form sind in der Regel in den entsprechenden Normen und technischen Spezifikationen festgelegt. Für Fliesen und Feinsteinzeug gelten folgende allgemeine Toleranzen:

- **Längen- und Breitenmaße**: Die Toleranz beträgt in der Regel ± 0,5 % der Nennmaß.
- **Dicke**: Die Toleranz für die Dicke kann zwischen ± 0,2 mm und ± 0,5 mm variieren, abhängig von der Fliesenart.
- **Ecken und Kanten**: Die Abweichung von der rechtwinkligen Form sollte nicht mehr als 1 mm pro Meter betragen.
- **Oberflächenunregelmäßigkeiten**: Die zulässigen Oberflächenunregelmäßigkeiten sind in der Regel auf 0,5 mm pro 1 m² begrenzt.

Es ist wichtig, die spezifischen Produktblätter und Normen zu konsultieren, um die genauen Toleranzen für die jeweiligen Produkte zu ermitteln.","Die Toleranzen für Maße und Form sind in der Regel in den entsprechenden Normen und technischen Spezifikationen festgelegt. Für Fliesen und Feinsteinzeug gelten folgende allgemeine Toleranzen:

- …",TRUNCATED
38,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
38,EN,question_en,"No, it is not advisable to lay tiles directly on gravel. For a proper installation of exterior porcelain tiles, a stable and level substrate is essential. Here are the recommended steps:

1. **Excavation**: Remove the existing gravel and excavate to the required depth.
2. **Sub-base**: Install a compacted sub-base, typically made of crushed stone or gravel, to provide a solid foundation.
3. **Sand Layer**: Add a layer of sand to create a level surface for the tiles.
4. **Tile Installation**: Use a suitable adhesive for exterior applications to bond the tiles to the prepared substrate.

This method ensures durability and prevents issues such as cracking or shifting of the tiles over time.","No, it is not advisable to lay tiles directly on gravel. For a proper installation of exterior porcelain tiles, a stable and level substrate is essential. Here are the recommended steps:

1. …",TRUNCATED
38,DA,question_da,"Nej, det anbefales ikke at lægge fliserne direkte på grus. For at sikre en stabil og holdbar belægning bør der anvendes en korrekt opbygget undergrund. Her er nogle trin, du kan følge:

1. **Forberedelse af underlaget**: Sørg for at jorden er komprimeret og planeret. Det kan være nødvendigt at fjerne græs og ukrudt.
   
2. **Dræning**: Det er vigtigt at sikre, at der er tilstrækkelig dræning under fliserne for at undgå vandansamling. Dette kan opnås ved at lægge et lag af grus eller sand som dræningslag.

3. **Stabiliserende lag**: Læg et lag af stabilgrus eller knust sten for at skabe en solid base. Dette lag skal komprimeres grundigt.

4. **Sandlag**: Oven på det stabiliserende lag kan du lægge et lag af fint sand, som fliserne kan hvile på. Dette hjælper med at justere fliserne og sikrer en jævn overflade.

5. **Lægning af fliser**: Læg fliserne i det ønskede mønster, og sørg for at der er en passende fugt mellem dem for at undgå bevægelse.

6. **Fugning**: Efter fliserne er lagt, kan du fylde fugerne med sand eller fugemasse for at stabilisere fliserne yderligere.

Ved at følge disse trin kan du sikre, at dine udendørs fliser får en lang levetid og et flot udseende.","Nej, det anbefales ikke at lægge fliserne direkte på grus. For at sikre en stabil og holdbar belægning bør der anvendes en korrekt opbygget undergrund. Her er nogle trin, du kan følge:

1. …",TRUNCATED
38,DE,question_de,"Ja, es ist möglich, die Fliesen direkt auf Kies zu verlegen, jedoch sind einige wichtige Faktoren zu beachten:

1. **Untergrundvorbereitung**: Der Untergrund muss gut verdichtet und eben sein, um eine stabile Basis zu gewährleisten.
2. **Drainage**: Eine ausreichende Drainage ist entscheidend, um Wasseransammlungen zu vermeiden, die zu Schäden führen können.
3. **Frostsicherheit**: In frostgefährdeten Gebieten sollte eine frostbeständige Schicht unter den Fliesen eingebaut werden.
4. **Verfugung**: Die Fugen sollten entsprechend der Fliesenart und den örtlichen Bedingungen gewählt werden, um Bewegungen und Rissbildung zu minimieren.

Es wird empfohlen, sich an die spezifischen Verlegeanleitungen des Herstellers zu halten, um die besten Ergebnisse zu erzielen.","Ja, es ist möglich, die Fliesen direkt auf Kies zu verlegen, jedoch sind einige wichtige Faktoren zu beachten:

1. **Untergrundvorbereitung**: Der Untergrund muss gut verdichtet und eben sein, um …",TRUNCATED
39,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
39,DA,question_da,"Ja, det er nødvendigt at lime fliserne ved installation for at sikre en stabil og holdbar overflade. Her er nogle grunde til, hvorfor limning er vigtig:

- **Vedhæftning**: Limen sikrer, at fliserne sidder fast og ikke bevæger sig over tid.
- **Fugtsikring**: En korrekt limning kan forhindre vandindtrængning, hvilket er særligt vigtigt for udendørs klinker.
- **Jævn overflade**: Limning hjælper med at opnå en jævn og plan overflade, hvilket er essentielt for både æstetik og funktionalitet.
- **Støddæmpning**: Limlaget fungerer som en støddæmper, der kan reducere risikoen for revner og skader på fliserne.

Det er vigtigt at vælge den rette type lim, der er egnet til det specifikke materiale og anvendelsesområde.","Ja, det er nødvendigt at lime fliserne ved installation for at sikre en stabil og holdbar overflade. Her er nogle grunde til, hvorfor limning er vigtig:

- **Vedhæftning**: Limen sikrer, at fliserne …",TRUNCATED
39,DE,question_de,"Ja, bei der Installation von Fliesen ist es erforderlich, die Platten mit einem geeigneten Fliesenkleber zu verkleben. Dies gewährleistet eine dauerhafte Haftung und verhindert das Risiko von Verschiebungen oder Bruch. Der Kleber sollte entsprechend der Art der Fliesen und dem Untergrund ausgewählt werden, um optimale Ergebnisse zu erzielen.","Ja, bei der Installation von Fliesen ist es erforderlich, die Platten mit einem geeigneten Fliesenkleber zu verkleben. Dies gewährleistet eine dauerhafte Haftung und verhindert das Risiko von …",TRUNCATED
40,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
40,DA,question_da,"Ja, fliserne kan lægges på en træterrasse, men der er nogle vigtige faktorer at overveje:

1. **Underlag**: Det er vigtigt, at underlaget er stabilt og jævnt. Hvis træterrassen er ujævn, kan det påvirke flisernes holdbarhed og udseende.

2. **Ventilation**: Sørg for, at der er tilstrækkelig ventilation under fliserne for at forhindre fugtophobning, som kan føre til skader på både fliserne og træet.

3. **Type fliser**: Vælg fliser, der er velegnede til udendørs brug og har en god skridsikkerhed. Porøse fliser bør undgås, da de kan absorbere vand og fryse om vinteren.

4. **Fugemateriale**: Brug et passende fugemateriale, der kan modstå udendørs forhold og bevægelser i underlaget.

5. **Installation**: Det anbefales at bruge en fleksibel lim, der er designet til udendørs brug, for at sikre en god vedhæftning til træoverfladen.

Ved at tage disse faktorer i betragtning kan du opnå et holdbart og æstetisk tilfredsstillende resultat.","Ja, fliserne kan lægges på en træterrasse, men der er nogle vigtige faktorer at overveje:

1. **Underlag**: Det er vigtigt, at underlaget er stabilt og jævnt. Hvis træterrassen er ujævn, kan det …",TRUNCATED
40,DE,question_de,"Ja, Fliesen können auf einer Holzterrasse verlegt werden, jedoch sind einige wichtige Punkte zu beachten:

- **Untergrundvorbereitung**: Der Holzuntergrund muss stabil, tragfähig und eben sein. Eventuell ist eine zusätzliche Unterkonstruktion erforderlich, um die Fliesen zu stützen.
  
- **Entwässerung**: Eine geeignete Entwässerung muss gewährleistet sein, um Wasseransammlungen zu vermeiden, die zu Schäden an der Holzterrasse führen könnten.

- **Verklebung**: Es ist ratsam, spezielle Fliesenkleber zu verwenden, die für die Verlegung auf Holz geeignet sind, um eine optimale Haftung zu gewährleisten.

- **Bewegungsfugen**: Bewegungsfugen sollten eingeplant werden, um Spannungen und Rissbildungen zu vermeiden, die durch Temperatur- und Feuchtigkeitsschwankungen entstehen können.

- **Fliesenwahl**: Wählen Sie frostbeständige und rutschfeste Fliesen, um die Sicherheit und Langlebigkeit der Terrasse zu gewährleisten.

Es ist empfehlenswert, sich von einem Fachmann beraten zu lassen, um die besten Ergebnisse zu erzielen.","Ja, Fliesen können auf einer Holzterrasse verlegt werden, jedoch sind einige wichtige Punkte zu beachten:

- **Untergrundvorbereitung**: Der Holzuntergrund muss stabil, tragfähig und eben sein. …",TRUNCATED
41,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
41,DA,question_da,"Ja, det er muligt at kappe fliserne selv, men det kræver det rette værktøj og teknik. Her er nogle vigtige punkter at overveje:

- **Værktøj**: Du skal bruge en fliseklipper eller en vinkelsliber med en diamantklinge til at opnå præcise snit.
- **Sikkerhed**: Husk at bruge sikkerhedsbriller og handsker for at beskytte dig selv mod flyvende flisestykker.
- **Måling**: Mål og marker fliserne nøjagtigt, inden du skærer for at undgå fejl.
- **Teknik**: Brug en jævn og kontrolleret bevægelse, når du skærer for at sikre et rent snit.

Hvis du er usikker på din evne til at kappe fliserne korrekt, kan det være en god idé at få hjælp fra en professionel.","Ja, det er muligt at kappe fliserne selv, men det kræver det rette værktøj og teknik. Her er nogle vigtige punkter at overveje:

- **Værktøj**: Du skal bruge en fliseklipper eller en vinkelsliber med …",TRUNCATED
41,DE,question_de,"Ja, man kann die Fliesen selbst zuschneiden. Hier sind einige wichtige Punkte, die man beachten sollte:

- **Fliesenschneider**: Verwenden Sie einen manuellen oder elektrischen Fliesenschneider, um präzise Schnitte zu erzielen.
- **Schnitttechnik**: Achten Sie darauf, die richtige Technik anzuwenden, um Risse oder Brüche zu vermeiden.
- **Sicherheitsausrüstung**: Tragen Sie Schutzbrille und Handschuhe, um sich vor scharfen Kanten und Staub zu schützen.
- **Vorbereitung**: Messen Sie die Fliesen und den Bereich, in dem sie verlegt werden sollen, sorgfältig, um sicherzustellen, dass die Schnitte korrekt sind.

Mit den richtigen Werkzeugen und Techniken ist es durchaus möglich, Fliesen selbst zuzuschneiden.","Ja, man kann die Fliesen selbst zuschneiden. Hier sind einige wichtige Punkte, die man beachten sollte:

- **Fliesenschneider**: Verwenden Sie einen manuellen oder elektrischen Fliesenschneider, um …",TRUNCATED
42,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
42,EN,question_en,"Recommended tools for cutting include:

- **Tile Cutter**: A manual or electric tile cutter designed for precise straight cuts on ceramic and porcelain tiles.
- **Wet Saw**: An electric saw that uses water to cool the blade, ideal for making intricate cuts and reducing dust.
- **Angle Grinder**: A versatile tool equipped with a diamond blade, suitable for cutting tiles and making curved cuts.
- **Score and Snap Tool**: A simple tool for scoring the surface of the tile, allowing for easy snapping along the scored line.
- **Jigsaw**: With a diamond blade, it can be used for cutting curves and intricate shapes in tiles.
- **Tile Nippers**: Handheld tools used for trimming small sections of tile, particularly useful for irregular cuts.

Each of these tools serves a specific purpose and can enhance the efficiency and precision of your tiling project.","Recommended tools for cutting include:

- **Tile Cutter**: A manual or electric tile cutter designed for precise straight cuts on ceramic and porcelain tiles.
- **Wet Saw**: An electric saw that uses …",TRUNCATED
42,DA,question_da,"Når det kommer til kapning af fliser og klinker, anbefales følgende værktøjer:

1. **Fliseskærer**: En manuel fliseskærer er ideel til lige snit og giver præcise resultater. 
2. **Vinkelsliber**: En vinkelsliber med en diamantklinge er perfekt til at skære i hårde materialer og til at lave kurvede snit.
3. **Klinkersaks**: Til mindre justeringer og snit i tyndere fliser kan en klinkersaks være nyttig.
4. **Vandkølet fliseskærer**: Denne type skærer er ideel til store fliser og reducerer støv og varme under skæringen.
5. **Boremaskine med flisebor**: Til at lave huller i fliserne, f.eks. til installation af armaturer.

Disse værktøjer sikrer, at du kan opnå præcise og rene snit, hvilket er afgørende for et professionelt resultat.","Når det kommer til kapning af fliser og klinker, anbefales følgende værktøjer:

1. **Fliseskærer**: En manuel fliseskærer er ideel til lige snit og giver præcise resultater. 
2. **Vinkelsliber**: En …",TRUNCATED
42,DE,question_de,"För kapning av keramiska plattor och klinker rekommenderas följande verktyg:

1. **Fliesenschneider** - En manuell eller elektrisk plattkapare som är idealisk för raka snitt.
2. **Winkelschleifer** - En vinkelslip med diamantklinga för att göra snitt i hårda material.
3. **Fliesenbohrer** - En specialbor för att borra hål i kakel och klinker.
4. **Schnitttiefe-Einstellwerkzeug** - Ett verktyg för att justera snittdjupet vid kapning av plattor.
5. **Wasserwaage** - En vattenpass för att säkerställa att plattorna läggs i rätt nivå.
6. **Schutzbrille und Gehörschutz** - Skyddsglasögon och hörselskydd för säkerhet vid kapning.

Dessa verktyg säkerställer precision och kvalitet vid installation av kakel och klinker.","För kapning av keramiska plattor och klinker rekommenderas följande verktyg:

1. **Fliesenschneider** - En manuell eller elektrisk plattkapare som är idealisk för raka snitt.
2. **Winkelschleifer** - …",TRUNCATED
43,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
43,EN,question_en,"Yes, you can install tiles on a balcony. However, it is essential to consider the following factors:

1. **Substrate Preparation**: Ensure that the substrate is structurally sound and properly prepared. It should be clean, dry, and free from any contaminants.

2. **Drainage**: Proper drainage is crucial to prevent water accumulation. The installation should allow for adequate slope to facilitate water runoff.

3. **Tile Selection**: Use exterior-grade porcelain tiles that are specifically designed for outdoor use. These tiles should have low water absorption rates and be frost-resistant.

4. **Adhesive**: Utilize a flexible, weather-resistant thin-set mortar suitable for exterior applications to ensure a strong bond.

5. **Grouting**: Choose a grout that is suitable for outdoor use and can withstand temperature fluctuations and moisture.

6. **Expansion Joints**: Incorporate expansion joints to accommodate movement and prevent cracking.

By adhering to these guidelines, you can successfully lay tiles on a balcony, enhancing its aesthetic appeal and functionality.","Yes, you can install tiles on a balcony. However, it is essential to consider the following factors:

1. **Substrate Preparation**: Ensure that the substrate is structurally sound and properly …",TRUNCATED
43,DA,question_da,"Ja, det er muligt at lægge fliser på en balkon, men der er flere faktorer, man skal overveje for at sikre en korrekt installation og langvarig holdbarhed. Her er nogle vigtige punkter:

- **Underlag**: Sørg for, at underlaget er stabilt og i god stand. Det skal være i stand til at bære vægten af fliserne samt eventuelle belastninger fra møbler og personer.

- **Dræning**: Det er vigtigt at sikre, at der er tilstrækkelig dræning for at undgå vandansamling. Fliserne bør lægges med en let hældning, så vandet kan ledes væk.

- **Frostsikring**: Vælg fliser, der er frostbestandige, hvis balkonen er udsat for kolde temperaturer. Dette forhindrer, at fliserne sprækker eller beskadiges.

- **Klembelægning**: Overvej at bruge en fleksibel fugemasse, der kan absorbere bevægelser og forhindre revner.

- **Kantbeskyttelse**: Sørg for at have en passende kantbeskyttelse for at forhindre, at fliserne glider eller bevæger sig.

Ved at følge disse retningslinjer kan du opnå en holdbar og æstetisk tiltalende belægning på din balkon.","Ja, det er muligt at lægge fliser på en balkon, men der er flere faktorer, man skal overveje for at sikre en korrekt installation og langvarig holdbarhed. Her er nogle vigtige punkter:

- …",TRUNCATED
43,DE,question_de,"Ja, man kann die Fliesen auf einem Balkon verlegen. Dabei sind einige wichtige Aspekte zu beachten:

- **Untergrundvorbereitung**: Der Untergrund muss tragfähig, sauber und eben sein. Bei unebenen Flächen kann eine Ausgleichsmasse notwendig sein.
- **Entwässerung**: Es ist wichtig, dass die Fliesen eine ausreichende Neigung haben, um Wasser abfließen zu lassen und Staunässe zu vermeiden.
- **Frostbeständigkeit**: Für Außenbereiche wie Balkone sollten frostbeständige Fliesen (z.B. Feinsteinzeug) verwendet werden, um Schäden durch Frost zu verhindern.
- **Verklebung**: Die Verwendung eines geeigneten Fliesenklebers, der für den Außenbereich geeignet ist, ist entscheidend für die Haltbarkeit der Verlegung.
- **Fugen**: Die Fugen sollten mit einem flexiblen Fugenmörtel ausgeführt werden, um Bewegungen und Rissbildungen zu vermeiden.

Durch die Beachtung dieser Punkte kann eine langlebige und ästhetisch ansprechende Fliesenverlegung auf dem Balkon gewährleistet werden.","Ja, man kann die Fliesen auf einem Balkon verlegen. Dabei sind einige wichtige Aspekte zu beachten:

- **Untergrundvorbereitung**: Der Untergrund muss tragfähig, sauber und eben sein. Bei unebenen …",TRUNCATED
44,SE,answer_full_se,,MISSING_TRANSLATION,MISSING
