Index,Lang,Field,ChangeType,Original,Patched
4,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Antique erhältlich:
- Dune Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Nuit Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Opal Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Taupe Carved (Beige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Antique erhältlich:
- Dune Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Nuit Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, … Vill du se fler?"
4,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Antique erhältlich:
- Dune Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Nuit Carved (Sonstiges) – Format: 20x120cm, 40x120cm, 60x60cm, … Vill du se fler?","Die folgenden Farben sind in Antique erhältlich:
- Dune Carved (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Nuit Carved (Sonstiges) – Format: 20x120 cm, 40x120 cm, 60x60 cm, … Vill du se fler?"
5,SE,answer_full_se,TRUNCATED,"Följande färger finns i Ardesia:
- Bianco (Vit) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grigio (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Taupe (Beige) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm","Följande färger finns i Ardesia:
- Bianco (Vit) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grigio (Grå) – format: … Vill du se fler?"
5,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Ardesia:
- Bianco (Vit) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grigio (Grå) – format: … Vill du se fler?","Följande färger finns i Ardesia:
- Bianco (Vit) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Cenere (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Grigio (Grå) – format: … Vill du se fler?"
5,EN,answer_en,TRUNCATED,"The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Would you like to see more?","The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … … Vill du se fler?"
5,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … … Vill du se fler?","The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … … Vill du se fler?"
5,EN,answer_full_en,TRUNCATED,"The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Gray) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Taupe (Beige) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?"
5,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – sizes: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- … Vill du se fler?","The following colors are available in Ardesia:
- Bianco (White) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Other) – sizes: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- … Vill du se fler?"
5,DA,answer_da,TRUNCATED,"Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – … Vil du se flere?","Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – … … Vill du se fler?"
5,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – … … Vill du se fler?","Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grigio (Grå) – … … Vill du se fler?"
5,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Taupe (Beige) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – … Vill du se fler?"
5,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Grå) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grå) – … Vill du se fler?","Følgende farver findes i Ardesia:
- Bianco (Hvid) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Grå) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grigio (Grå) – … Vill du se fler?"
5,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten … Vill du se fler?"
5,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten … Vill du se fler?","Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Sonstige) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm … Möchten … Vill du se fler?"
5,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grigio (Grau) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Taupe (Beige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?"
5,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstige) – Format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?","Die folgenden Farben sind in Ardesia erhältlich:
- Bianco (Weiß) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Sonstige) – Format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, … Vill du se fler?"
7,SE,answer_full_se,TRUNCATED,"Följande färger finns i Beton:
- Cemento (Övrigt) – format: 120x240cm20x120cm30x120cm40x120cm60x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: 120x240cm20x120cm30x120cm40x120cm60x120cm60x60cm80x180cm80x80cm- Sandalo (Beige) – format: 120x240cm20x120cm30x120cm40x120cm60x120cm60x60cm80x180cm80x80cm","Följande färger finns i Beton:
- Cemento (Övrigt) – format: 120x240cm20x120cm30x120cm40x120cm60x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: … Vill du se fler?"
7,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Beton:
- Cemento (Övrigt) – format: 120x240cm20x120cm30x120cm40x120cm60x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: … Vill du se fler?","Följande färger finns i Beton:
- Cemento (Övrigt) – format: 120x240 cm20x120 cm30x120 cm40x120 cm60x120 cm60x60 cm80x180 cm80x80 cm- Cenere (Övrigt) – format: … Vill du se fler?"
7,EN,answer_en,TRUNCATED,"The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm … Would you like to see more?","The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm … … Vill du se fler?"
7,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm … … Vill du se fler?","The following colors are available in Beton:
- Cemento (Other) – format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Other) – format: 120x240 cm, 20x120 cm … … Vill du se fler?"
7,EN,answer_full_en,TRUNCATED,"The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Sandalo (Beige) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm, … Vill du se fler?"
7,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Beton:
- Cemento (Other) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Other) – format: 120x240cm, 20x120cm, … Vill du se fler?","The following colors are available in Beton:
- Cemento (Other) – format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Other) – format: 120x240 cm, 20x120 cm, … Vill du se fler?"
7,DA,answer_da,TRUNCATED,"Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm … Vil du se flere?","Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm … … Vill du se fler?"
7,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm … … Vill du se fler?","Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Øvrigt) – format: 120x240 cm, 20x120 cm, 30x120 cm … … Vill du se fler?"
7,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Sandalo (Beige) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, … Vill du se fler?"
7,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Øvrigt) – format: 120x240cm, 20x120cm, 30x120cm, … Vill du se fler?","Følgende farver findes i Beton:
- Cemento (Øvrigt) – format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Øvrigt) – format: 120x240 cm, 20x120 cm, 30x120 cm, … Vill du se fler?"
7,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm … … Vill du se fler?"
7,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm … … Vill du se fler?","Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Sonstiges) – Format: 120x240 cm … … Vill du se fler?"
7,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Sandalo (Beige) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm, … Vill du se fler?"
7,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240cm, 20x120cm, 30x120cm, 40x120cm, 60x120cm, 60x60cm, 80x180cm, 80x80cm
- Cenere (Sonstiges) – Format: 120x240cm, … Vill du se fler?","Die folgenden Farben sind in Beton erhältlich:
- Cemento (Sonstiges) – Format: 120x240 cm, 20x120 cm, 30x120 cm, 40x120 cm, 60x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Cenere (Sonstiges) – Format: 120x240 cm, … Vill du se fler?"
8,SE,answer_full_se,TRUNCATED,"Följande färger finns i Cemento:
- Clay (Brun) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grit (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Land (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Lime (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Rust (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm","Följande färger finns i Cemento:
- Clay (Brun) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grit (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Land (Övrigt) – format: … Vill du se fler?"
8,SE,answer_full_se,FORMAT_NORMALIZED,"Följande färger finns i Cemento:
- Clay (Brun) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Grit (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Land (Övrigt) – format: … Vill du se fler?","Följande färger finns i Cemento:
- Clay (Brun) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Grit (Övrigt) – format: 20x120 cm40x120 cm60x60 cm80x180 cm80x80 cm- Land (Övrigt) – format: … Vill du se fler?"
8,EN,answer_en,TRUNCATED,"The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land … Would you like to see more?","The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land … … Vill du se fler?"
8,EN,answer_en,FORMAT_NORMALIZED,"The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land … … Vill du se fler?","The following colors are available in Cemento:
- Clay (Brown) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Land … … Vill du se fler?"
8,EN,answer_full_en,TRUNCATED,"The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Lime (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Rust (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land … Vill du se fler?"
8,EN,answer_full_en,FORMAT_NORMALIZED,"The following colors are available in Cemento:
- Clay (Brown) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Other) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land … Vill du se fler?","The following colors are available in Cemento:
- Clay (Brown) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Other) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Land … Vill du se fler?"
8,DA,answer_da,TRUNCATED,"Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – … Vil du se flere?","Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – … … Vill du se fler?"
8,DA,answer_da,FORMAT_NORMALIZED,"Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – … … Vill du se fler?","Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Land (Øvrigt) – … … Vill du se fler?"
8,DA,answer_full_da,TRUNCATED,"Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Lime (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Rust (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – … Vill du se fler?"
8,DA,answer_full_da,FORMAT_NORMALIZED,"Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Øvrigt) – format: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Øvrigt) – … Vill du se fler?","Følgende farver findes i Cemento:
- Clay (Brun) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Øvrigt) – format: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Land (Øvrigt) – … Vill du se fler?"
8,DE,answer_de,TRUNCATED,"Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten Sie mehr sehen?","Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten … Vill du se fler?"
8,DE,answer_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm … Möchten … Vill du se fler?","Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Sonstiges) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm … Möchten … Vill du se fler?"
8,DE,answer_full_de,TRUNCATED,"Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Land (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Lime (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Rust (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm","Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?"
8,DE,answer_full_de,FORMAT_NORMALIZED,"Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, 80x80cm
- Grit (Sonstiges) – Formate: 20x120cm, 40x120cm, 60x60cm, 80x180cm, … Vill du se fler?","Die folgenden Farben sind in Cemento erhältlich:
- Clay (Braun) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, 80x80 cm
- Grit (Sonstiges) – Formate: 20x120 cm, 40x120 cm, 60x60 cm, 80x180 cm, … Vill du se fler?"
9,SE,answer_full_se,TRUNCATED,"Följande färger finns i Cortina:
- Basalto (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Calcite (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Sabbia (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm","Följande färger finns i Cortina:
- Basalto (Grå) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Calcite (Övrigt) – format: 20x120cm40x120cm60x60cm80x180cm80x80cm- Cenere (Övrigt) – format: … Vill du se fler?"
